Accession,Release_Date,Isolate,Genotype,Geo_Location,Country,USA,Collection_Date,GenBank_Title
KX767051,2017-08-23T00:00:00Z,P2B18,,USA,USA,,2011-05,"Hepacivirus C isolate P2B18 polyprotein gene, partial cds"
KX767052,2017-08-23T00:00:00Z,P2B19,,USA,USA,,2011-05,"Hepacivirus C isolate P2B19 polyprotein gene, partial cds"
KX767053,2017-08-23T00:00:00Z,P2B20,,USA,USA,,2011-05,"Hepacivirus C isolate P2B20 polyprotein gene, partial cds"
KX767054,2017-08-23T00:00:00Z,P2B21,,USA,USA,,2011-05,"Hepacivirus C isolate P2B21 polyprotein gene, partial cds"
KX767055,2017-08-23T00:00:00Z,P2B22,,USA,USA,,2011-05,"Hepacivirus C isolate P2B22 polyprotein gene, partial cds"
KX767056,2017-08-23T00:00:00Z,P2A01,,USA,USA,,2011-05,"Hepacivirus C isolate P2A01 polyprotein gene, partial cds"
KX767057,2017-08-23T00:00:00Z,P1A02,,USA,USA,,2011-05,"Hepacivirus C isolate P1A02 polyprotein gene, partial cds"
KX767058,2017-08-23T00:00:00Z,P1A03,,USA,USA,,2011-05,"Hepacivirus C isolate P1A03 polyprotein gene, partial cds"
KX767059,2017-08-23T00:00:00Z,P1A04,,USA,USA,,2011-05,"Hepacivirus C isolate P1A04 polyprotein gene, partial cds"
KX767060,2017-08-23T00:00:00Z,P1A05,,USA,USA,,2011-05,"Hepacivirus C isolate P1A05 polyprotein gene, partial cds"
KX767061,2017-08-23T00:00:00Z,P1A06,,USA,USA,,2011-05,"Hepacivirus C isolate P1A06 polyprotein gene, partial cds"
KX767062,2017-08-23T00:00:00Z,P1A07,,USA,USA,,2011-05,"Hepacivirus C isolate P1A07 polyprotein gene, partial cds"
KX767063,2017-08-23T00:00:00Z,P1A08,,USA,USA,,2011-05,"Hepacivirus C isolate P1A08 polyprotein gene, partial cds"
KX767064,2017-08-23T00:00:00Z,P1A09,,USA,USA,,2011-05,"Hepacivirus C isolate P1A09 polyprotein gene, partial cds"
KX767065,2017-08-23T00:00:00Z,P1A10,,USA,USA,,2011-05,"Hepacivirus C isolate P1A10 polyprotein gene, partial cds"
KX767066,2017-08-23T00:00:00Z,P1A11,,USA,USA,,2011-05,"Hepacivirus C isolate P1A11 polyprotein gene, partial cds"
KX767067,2017-08-23T00:00:00Z,P1A12,,USA,USA,,2011-05,"Hepacivirus C isolate P1A12 polyprotein gene, partial cds"
KX767068,2017-08-23T00:00:00Z,P1A13,,USA,USA,,2011-05,"Hepacivirus C isolate P1A13 polyprotein gene, partial cds"
KX767069,2017-08-23T00:00:00Z,P1A14,,USA,USA,,2011-05,"Hepacivirus C isolate P1A14 polyprotein gene, partial cds"
KX767070,2017-08-23T00:00:00Z,P1A15,,USA,USA,,2011-05,"Hepacivirus C isolate P1A15 polyprotein gene, partial cds"
KX767071,2017-08-23T00:00:00Z,P1A16,,USA,USA,,2011-05,"Hepacivirus C isolate P1A16 polyprotein gene, partial cds"
KX767072,2017-08-23T00:00:00Z,P1A17,,USA,USA,,2011-05,"Hepacivirus C isolate P1A17 polyprotein gene, partial cds"
KX767073,2017-08-23T00:00:00Z,P1A18,,USA,USA,,2011-05,"Hepacivirus C isolate P1A18 polyprotein gene, partial cds"
KX767074,2017-08-23T00:00:00Z,P1A19,,USA,USA,,2011-05,"Hepacivirus C isolate P1A19 polyprotein gene, partial cds"
KX767075,2017-08-23T00:00:00Z,P1A20,,USA,USA,,2011-05,"Hepacivirus C isolate P1A20 polyprotein gene, partial cds"
KX767076,2017-08-23T00:00:00Z,P1A21,,USA,USA,,2011-05,"Hepacivirus C isolate P1A21 polyprotein gene, partial cds"
KX767077,2017-08-23T00:00:00Z,P1A22,,USA,USA,,2011-05,"Hepacivirus C isolate P1A22 polyprotein gene, partial cds"
KU861171,2017-06-02T00:00:00Z,,,Uganda,Uganda,,2014-03-11,"Hepatitis C virus genotype 7, complete genome"
KY780122,2017-04-12T00:00:00Z,,,Austria,Austria,,2015-01-27,"Hepacivirus C strain RF_2k/1b polyprotein gene, partial cds"
KY780123,2017-04-12T00:00:00Z,,,Austria,Austria,,2013-11-21,"Hepacivirus C strain HCV RF1_2k/1b polyprotein gene, partial cds"
KY883981,2017-04-12T00:00:00Z,,,Austria,Austria,,2009-10-13,"Hepacivirus C strain HCV_S4_V0974204_Cons_Maj polyprotein gene, partial cds"
KY883982,2017-04-12T00:00:00Z,,,Austria,Austria,,2015-07-12,"Hepacivirus C strain HCV_S1_M1511200_Con_Maj polyprotein gene, partial cds"
KY620313,2017-03-11T00:00:00Z,sP171215,,,,,2013-10-18,"Hepacivirus C isolate sP171215 polyprotein gene, complete cds"
KY620314,2017-03-11T00:00:00Z,sP131957,,,,,2013-10-24,"Hepacivirus C isolate sP131957 polyprotein gene, complete cds"
KY620315,2017-03-11T00:00:00Z,sP127952,,,,,2013-10-28,"Hepacivirus C isolate sP127952 polyprotein gene, complete cds"
KY620316,2017-03-11T00:00:00Z,sP110855,,,,,2013-10-22,"Hepacivirus C isolate sP110855 polyprotein gene, complete cds"
KY620317,2017-03-11T00:00:00Z,sP149145,,,,,2013-10-28,"Hepacivirus C isolate sP149145 polyprotein gene, complete cds"
KY620318,2017-03-11T00:00:00Z,sP169220,,,,,2013-10-21,"Hepacivirus C isolate sP169220 polyprotein gene, complete cds"
KY620319,2017-03-11T00:00:00Z,sP183933,,,,,2013-10-22,"Hepacivirus C isolate sP183933 polyprotein gene, complete cds"
KY620320,2017-03-11T00:00:00Z,sP171595,,,,,2013-11-01,"Hepacivirus C isolate sP171595 polyprotein gene, complete cds"
KY620321,2017-03-11T00:00:00Z,sP147057,,,,,2013-11-04,"Hepacivirus C isolate sP147057 polyprotein gene, complete cds"
KY620322,2017-03-11T00:00:00Z,sP170026,,,,,2013-11-08,"Hepacivirus C isolate sP170026 polyprotein gene, complete cds"
KY620323,2017-03-11T00:00:00Z,sP176994,,,,,2013-10-28,"Hepacivirus C isolate sP176994 polyprotein gene, complete cds"
KY620324,2017-03-11T00:00:00Z,sP135556,,,,,2013-10-31,"Hepacivirus C isolate sP135556 polyprotein gene, complete cds"
KY620325,2017-03-11T00:00:00Z,sP137500,,,,,2013-11-04,"Hepacivirus C isolate sP137500 polyprotein gene, complete cds"
KY620326,2017-03-11T00:00:00Z,sP170693,,,,,2013-11-07,"Hepacivirus C isolate sP170693 polyprotein gene, complete cds"
KY620327,2017-03-11T00:00:00Z,sP102651,,,,,2013-11-04,"Hepacivirus C isolate sP102651 polyprotein gene, complete cds"
KY620328,2017-03-11T00:00:00Z,sP109596,,,,,2013-11-18,"Hepacivirus C isolate sP109596 polyprotein gene, complete cds"
KY620329,2017-03-11T00:00:00Z,sP123430,,,,,2013-11-11,"Hepacivirus C isolate sP123430 polyprotein gene, complete cds"
KY620330,2017-03-11T00:00:00Z,sP161117,,,,,2013-11-18,"Hepacivirus C isolate sP161117 polyprotein gene, complete cds"
KY620331,2017-03-11T00:00:00Z,sP185053,,,,,2013-11-11,"Hepacivirus C isolate sP185053 polyprotein gene, complete cds"
KY620332,2017-03-11T00:00:00Z,sP171073,,,,,2013-11-18,"Hepacivirus C isolate sP171073 polyprotein gene, complete cds"
KY620333,2017-03-11T00:00:00Z,sP167801,,,,,2013-11-07,"Hepacivirus C isolate sP167801 polyprotein gene, complete cds"
KY620334,2017-03-11T00:00:00Z,sP186766,,,,,2013-11-18,"Hepacivirus C isolate sP186766 polyprotein gene, complete cds"
KY620335,2017-03-11T00:00:00Z,sP177787,,,,,2013-11-18,"Hepacivirus C isolate sP177787 polyprotein gene, complete cds"
KY620336,2017-03-11T00:00:00Z,sP199799,,,,,2013-11-11,"Hepacivirus C isolate sP199799 polyprotein gene, complete cds"
KY620337,2017-03-11T00:00:00Z,sP193705,,,,,2013-11-18,"Hepacivirus C isolate sP193705 polyprotein gene, complete cds"
KY620338,2017-03-11T00:00:00Z,sP131970,,,,,2013-11-11,"Hepacivirus C isolate sP131970 polyprotein gene, complete cds"
KY620339,2017-03-11T00:00:00Z,sP104730,,,,,2013-11-11,"Hepacivirus C isolate sP104730 polyprotein gene, complete cds"
KY620340,2017-03-11T00:00:00Z,sP108713,,,,,2013-11-18,"Hepacivirus C isolate sP108713 polyprotein gene, complete cds"
KY620341,2017-03-11T00:00:00Z,sP174560,,,,,2013-11-21,"Hepacivirus C isolate sP174560 polyprotein gene, complete cds"
KY620342,2017-03-11T00:00:00Z,sP173441,,,,,2013-11-14,"Hepacivirus C isolate sP173441 polyprotein gene, complete cds"
KY620343,2017-03-11T00:00:00Z,sP132465,,,,,2013-11-21,"Hepacivirus C isolate sP132465 polyprotein gene, complete cds"
KY620344,2017-03-11T00:00:00Z,sP197885,,,,,2013-11-18,"Hepacivirus C isolate sP197885 polyprotein gene, complete cds"
KY620345,2017-03-11T00:00:00Z,sP186220,,,,,2013-11-21,"Hepacivirus C isolate sP186220 polyprotein gene, complete cds"
KY620346,2017-03-11T00:00:00Z,sP110257,,,,,2013-11-19,"Hepacivirus C isolate sP110257 polyprotein gene, complete cds"
KY620347,2017-03-11T00:00:00Z,sP135713,,,,,2013-11-18,"Hepacivirus C isolate sP135713 polyprotein gene, complete cds"
KY620348,2017-03-11T00:00:00Z,sP112528,,,,,2013-11-21,"Hepacivirus C isolate sP112528 polyprotein gene, complete cds"
KY620349,2017-03-11T00:00:00Z,sP187311,,,,,2013-11-25,"Hepacivirus C isolate sP187311 polyprotein gene, complete cds"
KY620350,2017-03-11T00:00:00Z,sP185459,,,,,2013-11-21,"Hepacivirus C isolate sP185459 polyprotein gene, complete cds"
KY620351,2017-03-11T00:00:00Z,sP139153,,,,,2013-12-02,"Hepacivirus C isolate sP139153 polyprotein gene, complete cds"
KY620352,2017-03-11T00:00:00Z,sP146375,,,,,2013-11-19,"Hepacivirus C isolate sP146375 polyprotein gene, complete cds"
KY620353,2017-03-11T00:00:00Z,sP185481,,,,,2013-11-25,"Hepacivirus C isolate sP185481 polyprotein gene, complete cds"
KY620354,2017-03-11T00:00:00Z,sP119392,,,,,2013-11-22,"Hepacivirus C isolate sP119392 polyprotein gene, complete cds"
KY620355,2017-03-11T00:00:00Z,sP195725,,,,,2013-11-25,"Hepacivirus C isolate sP195725 polyprotein gene, complete cds"
KY620356,2017-03-11T00:00:00Z,sP117798,,,,,2013-11-21,"Hepacivirus C isolate sP117798 polyprotein gene, complete cds"
KY620357,2017-03-11T00:00:00Z,sP115021,,,,,2013-11-21,"Hepacivirus C isolate sP115021 polyprotein gene, complete cds"
KY620358,2017-03-11T00:00:00Z,sP172968,,,,,2013-11-21,"Hepacivirus C isolate sP172968 polyprotein gene, complete cds"
KY620359,2017-03-11T00:00:00Z,sP101219,,,,,2013-11-21,"Hepacivirus C isolate sP101219 polyprotein gene, complete cds"
KY620360,2017-03-11T00:00:00Z,sP182871,,,,,2013-12-06,"Hepacivirus C isolate sP182871 polyprotein gene, complete cds"
KY620361,2017-03-11T00:00:00Z,sP174769,,,,,2013-12-04,"Hepacivirus C isolate sP174769 polyprotein gene, complete cds"
KY620362,2017-03-11T00:00:00Z,sP112841,,,,,2013-11-21,"Hepacivirus C isolate sP112841 polyprotein gene, complete cds"
KY620363,2017-03-11T00:00:00Z,sP118532,,,,,2013-11-28,"Hepacivirus C isolate sP118532 polyprotein gene, complete cds"
KY620364,2017-03-11T00:00:00Z,sP140042,,,,,2013-11-25,"Hepacivirus C isolate sP140042 polyprotein gene, complete cds"
KY620365,2017-03-11T00:00:00Z,sP186536,,,,,2013-11-25,"Hepacivirus C isolate sP186536 polyprotein gene, complete cds"
KY620366,2017-03-11T00:00:00Z,sP102125,,,,,2013-11-25,"Hepacivirus C isolate sP102125 polyprotein gene, complete cds"
KY620367,2017-03-11T00:00:00Z,sP111499,,,,,2013-12-02,"Hepacivirus C isolate sP111499 polyprotein gene, complete cds"
KY620368,2017-03-11T00:00:00Z,sP178318,,,,,2013-12-02,"Hepacivirus C isolate sP178318 polyprotein gene, complete cds"
KY620369,2017-03-11T00:00:00Z,sP139564,,,,,2013-11-25,"Hepacivirus C isolate sP139564 polyprotein gene, complete cds"
KY620370,2017-03-11T00:00:00Z,sP188354,,,,,2013-11-25,"Hepacivirus C isolate sP188354 polyprotein gene, complete cds"
KY620371,2017-03-11T00:00:00Z,sP182931,,,,,2013-11-29,"Hepacivirus C isolate sP182931 polyprotein gene, complete cds"
KY620372,2017-03-11T00:00:00Z,sP171006,,,,,2013-12-09,"Hepacivirus C isolate sP171006 polyprotein gene, complete cds"
KY620373,2017-03-11T00:00:00Z,sP169995,,,,,2013-12-02,"Hepacivirus C isolate sP169995 polyprotein gene, complete cds"
KY620374,2017-03-11T00:00:00Z,sP188972,,,,,2013-12-02,"Hepacivirus C isolate sP188972 polyprotein gene, complete cds"
KY620375,2017-03-11T00:00:00Z,sP116149,,,,,2013-12-05,"Hepacivirus C isolate sP116149 polyprotein gene, complete cds"
KY620376,2017-03-11T00:00:00Z,sP193497,,,,,2013-12-09,"Hepacivirus C isolate sP193497 polyprotein gene, complete cds"
KY620377,2017-03-11T00:00:00Z,sP197102,,,,,2013-12-09,"Hepacivirus C isolate sP197102 polyprotein gene, complete cds"
KY620378,2017-03-11T00:00:00Z,sP148748,,,,,2013-12-09,"Hepacivirus C isolate sP148748 polyprotein gene, complete cds"
KY620379,2017-03-11T00:00:00Z,sP106019,,,,,2013-12-06,"Hepacivirus C isolate sP106019 polyprotein gene, complete cds"
KY620380,2017-03-11T00:00:00Z,sP111529,,,,,2013-12-06,"Hepacivirus C isolate sP111529 polyprotein gene, complete cds"
KY620381,2017-03-11T00:00:00Z,sP161358,,,,,2013-12-11,"Hepacivirus C isolate sP161358 polyprotein gene, complete cds"
KY620382,2017-03-11T00:00:00Z,sP169109,,,,,2013-12-20,"Hepacivirus C isolate sP169109 polyprotein gene, complete cds"
KY620383,2017-03-11T00:00:00Z,sP100537,,,,,2013-12-09,"Hepacivirus C isolate sP100537 polyprotein gene, complete cds"
KY620384,2017-03-11T00:00:00Z,sP137683,,,,,2013-12-06,"Hepacivirus C isolate sP137683 polyprotein gene, complete cds"
KY620385,2017-03-11T00:00:00Z,sP102844,,,,,2013-12-02,"Hepacivirus C isolate sP102844 polyprotein gene, complete cds"
KY620386,2017-03-11T00:00:00Z,sP112510,,,,,2013-12-02,"Hepacivirus C isolate sP112510 polyprotein gene, complete cds"
KY620387,2017-03-11T00:00:00Z,sP118409,,,,,2013-12-05,"Hepacivirus C isolate sP118409 polyprotein gene, complete cds"
KY620388,2017-03-11T00:00:00Z,sP102817,,,,,2013-12-09,"Hepacivirus C isolate sP102817 polyprotein gene, complete cds"
KY620389,2017-03-11T00:00:00Z,sP112691,,,,,2013-12-09,"Hepacivirus C isolate sP112691 polyprotein gene, complete cds"
KY620390,2017-03-11T00:00:00Z,sP159072,,,,,2013-12-09,"Hepacivirus C isolate sP159072 polyprotein gene, complete cds"
KY620391,2017-03-11T00:00:00Z,sP112633,,,,,2013-12-09,"Hepacivirus C isolate sP112633 polyprotein gene, complete cds"
KY620392,2017-03-11T00:00:00Z,sP159294,,,,,2013-12-09,"Hepacivirus C isolate sP159294 polyprotein gene, complete cds"
KY620393,2017-03-11T00:00:00Z,sP147946,,,,,2013-12-09,"Hepacivirus C isolate sP147946 polyprotein gene, complete cds"
KY620394,2017-03-11T00:00:00Z,sP136130,,,,,2013-12-09,"Hepacivirus C isolate sP136130 polyprotein gene, complete cds"
KY620395,2017-03-11T00:00:00Z,sP149918,,,,,2013-12-16,"Hepacivirus C isolate sP149918 polyprotein gene, complete cds"
KY620396,2017-03-11T00:00:00Z,sP185877,,,,,2013-12-09,"Hepacivirus C isolate sP185877 polyprotein gene, complete cds"
KY620397,2017-03-11T00:00:00Z,sP137480,,,,,2013-12-04,"Hepacivirus C isolate sP137480 polyprotein gene, complete cds"
KY620398,2017-03-11T00:00:00Z,sP164009,,,,,2013-12-03,"Hepacivirus C isolate sP164009 polyprotein gene, complete cds"
KY620399,2017-03-11T00:00:00Z,sP114734,,,,,2013-12-03,"Hepacivirus C isolate sP114734 polyprotein gene, complete cds"
KY620400,2017-03-11T00:00:00Z,sP123396,,,,,2013-12-09,"Hepacivirus C isolate sP123396 polyprotein gene, complete cds"
KY620401,2017-03-11T00:00:00Z,sP123894,,,,,2013-12-06,"Hepacivirus C isolate sP123894 polyprotein gene, complete cds"
KY620402,2017-03-11T00:00:00Z,sP156377,,,,,2013-12-10,"Hepacivirus C isolate sP156377 polyprotein gene, complete cds"
KY620403,2017-03-11T00:00:00Z,sP155262,,,,,2013-12-10,"Hepacivirus C isolate sP155262 polyprotein gene, complete cds"
KY620404,2017-03-11T00:00:00Z,sP125680,,,,,2013-12-05,"Hepacivirus C isolate sP125680 polyprotein gene, complete cds"
KY620405,2017-03-11T00:00:00Z,sP188444,,,,,2013-12-05,"Hepacivirus C isolate sP188444 polyprotein gene, complete cds"
KY620406,2017-03-11T00:00:00Z,sP159426,,,,,2013-12-05,"Hepacivirus C isolate sP159426 polyprotein gene, complete cds"
KY620407,2017-03-11T00:00:00Z,sP137274,,,,,2013-12-10,"Hepacivirus C isolate sP137274 polyprotein gene, complete cds"
KY620408,2017-03-11T00:00:00Z,sP139391,,,,,2013-12-05,"Hepacivirus C isolate sP139391 polyprotein gene, complete cds"
KY620409,2017-03-11T00:00:00Z,sP178928,,,,,2013-12-05,"Hepacivirus C isolate sP178928 polyprotein gene, complete cds"
KY620410,2017-03-11T00:00:00Z,sP157819,,,,,2013-12-09,"Hepacivirus C isolate sP157819 polyprotein gene, complete cds"
KY620411,2017-03-11T00:00:00Z,sP156699,,,,,2013-12-11,"Hepacivirus C isolate sP156699 polyprotein gene, complete cds"
KY620412,2017-03-11T00:00:00Z,sP133972,,,,,2013-12-12,"Hepacivirus C isolate sP133972 polyprotein gene, complete cds"
KY620413,2017-03-11T00:00:00Z,sP149154,,,,,2013-12-18,"Hepacivirus C isolate sP149154 polyprotein gene, complete cds"
KY620414,2017-03-11T00:00:00Z,sP168290,,,,,2013-12-16,"Hepacivirus C isolate sP168290 polyprotein gene, complete cds"
KY620415,2017-03-11T00:00:00Z,sP165196,,,,,2013-12-13,"Hepacivirus C isolate sP165196 polyprotein gene, complete cds"
KY620416,2017-03-11T00:00:00Z,sP154613,,,,,2013-12-16,"Hepacivirus C isolate sP154613 polyprotein gene, complete cds"
KY620417,2017-03-11T00:00:00Z,sP185793,,,,,2013-12-16,"Hepacivirus C isolate sP185793 polyprotein gene, complete cds"
KY620418,2017-03-11T00:00:00Z,sP196406,,,,,2013-12-16,"Hepacivirus C isolate sP196406 polyprotein gene, complete cds"
KY620419,2017-03-11T00:00:00Z,sP145130,,,,,2013-12-30,"Hepacivirus C isolate sP145130 polyprotein gene, complete cds"
KY620420,2017-03-11T00:00:00Z,sP124605,,,,,2013-12-16,"Hepacivirus C isolate sP124605 polyprotein gene, complete cds"
KY620421,2017-03-11T00:00:00Z,sP123989,,,,,2013-12-16,"Hepacivirus C isolate sP123989 polyprotein gene, complete cds"
KY620422,2017-03-11T00:00:00Z,sP118115,,,,,2013-12-09,"Hepacivirus C isolate sP118115 polyprotein gene, complete cds"
KY620423,2017-03-11T00:00:00Z,sP192080,,,,,2013-12-16,"Hepacivirus C isolate sP192080 polyprotein gene, complete cds"
KY620424,2017-03-11T00:00:00Z,sP171853,,,,,2013-12-16,"Hepacivirus C isolate sP171853 polyprotein gene, complete cds"
KY620425,2017-03-11T00:00:00Z,sP150411,,,,,2013-12-16,"Hepacivirus C isolate sP150411 polyprotein gene, complete cds"
KY620426,2017-03-11T00:00:00Z,sP127478,,,,,2013-12-16,"Hepacivirus C isolate sP127478 polyprotein gene, complete cds"
KY620427,2017-03-11T00:00:00Z,sP190359,,,,,2013-12-16,"Hepacivirus C isolate sP190359 polyprotein gene, complete cds"
KY620428,2017-03-11T00:00:00Z,sP179879,,,,,2013-12-19,"Hepacivirus C isolate sP179879 polyprotein gene, complete cds"
KY620429,2017-03-11T00:00:00Z,sP169068,,,,,2013-12-13,"Hepacivirus C isolate sP169068 polyprotein gene, complete cds"
KY620430,2017-03-11T00:00:00Z,sP123372,,,,,2013-12-18,"Hepacivirus C isolate sP123372 polyprotein gene, complete cds"
KY620431,2017-03-11T00:00:00Z,sP102963,,,,,2013-12-16,"Hepacivirus C isolate sP102963 polyprotein gene, complete cds"
KY620432,2017-03-11T00:00:00Z,sP180309,,,,,2013-12-17,"Hepacivirus C isolate sP180309 polyprotein gene, complete cds"
KY620433,2017-03-11T00:00:00Z,sP126712,,,,,2013-12-16,"Hepacivirus C isolate sP126712 polyprotein gene, complete cds"
KY620434,2017-03-11T00:00:00Z,sP161280,,,,,2013-12-19,"Hepacivirus C isolate sP161280 polyprotein gene, complete cds"
KY620435,2017-03-11T00:00:00Z,sP197771,,,,,2013-12-19,"Hepacivirus C isolate sP197771 polyprotein gene, complete cds"
KY620436,2017-03-11T00:00:00Z,sP183191,,,,,2013-12-16,"Hepacivirus C isolate sP183191 polyprotein gene, complete cds"
KY620437,2017-03-11T00:00:00Z,sP193311,,,,,2013-12-19,"Hepacivirus C isolate sP193311 polyprotein gene, complete cds"
KY620438,2017-03-11T00:00:00Z,sP159789,,,,,2013-12-18,"Hepacivirus C isolate sP159789 polyprotein gene, complete cds"
KY620439,2017-03-11T00:00:00Z,sP132020,,,,,2014-01-07,"Hepacivirus C isolate sP132020 polyprotein gene, complete cds"
KY620440,2017-03-11T00:00:00Z,sP172680,,,,,2013-12-16,"Hepacivirus C isolate sP172680 polyprotein gene, complete cds"
KY620441,2017-03-11T00:00:00Z,sP169457,,,,,2013-12-23,"Hepacivirus C isolate sP169457 polyprotein gene, complete cds"
KY620442,2017-03-11T00:00:00Z,sP126297,,,,,2013-12-17,"Hepacivirus C isolate sP126297 polyprotein gene, complete cds"
KY620443,2017-03-11T00:00:00Z,sP178715,,,,,2013-12-19,"Hepacivirus C isolate sP178715 polyprotein gene, complete cds"
KY620444,2017-03-11T00:00:00Z,sP161993,,,,,2013-12-17,"Hepacivirus C isolate sP161993 polyprotein gene, complete cds"
KY620445,2017-03-11T00:00:00Z,sP127419,,,,,2014-01-03,"Hepacivirus C isolate sP127419 polyprotein gene, complete cds"
KY620446,2017-03-11T00:00:00Z,sP182357,,,,,2014-01-04,"Hepacivirus C isolate sP182357 polyprotein gene, complete cds"
KY620447,2017-03-11T00:00:00Z,sP115586,,,,,2013-12-23,"Hepacivirus C isolate sP115586 polyprotein gene, complete cds"
KY620448,2017-03-11T00:00:00Z,sP159504,,,,,2014-01-09,"Hepacivirus C isolate sP159504 polyprotein gene, complete cds"
KY620449,2017-03-11T00:00:00Z,sP182144,,,,,2013-12-18,"Hepacivirus C isolate sP182144 polyprotein gene, complete cds"
KY620450,2017-03-11T00:00:00Z,sP184911,,,,,2013-12-20,"Hepacivirus C isolate sP184911 polyprotein gene, complete cds"
KY620451,2017-03-11T00:00:00Z,sP121997,,,,,2013-12-30,"Hepacivirus C isolate sP121997 polyprotein gene, complete cds"
KY620452,2017-03-11T00:00:00Z,sP162411,,,,,2013-12-23,"Hepacivirus C isolate sP162411 polyprotein gene, complete cds"
KY620453,2017-03-11T00:00:00Z,sP144302,,,,,2013-12-23,"Hepacivirus C isolate sP144302 polyprotein gene, complete cds"
KY620454,2017-03-11T00:00:00Z,sP128208,,,,,2014-01-07,"Hepacivirus C isolate sP128208 polyprotein gene, complete cds"
KY620455,2017-03-11T00:00:00Z,sP127266,,,,,2013-12-27,"Hepacivirus C isolate sP127266 polyprotein gene, complete cds"
KY620456,2017-03-11T00:00:00Z,sP114378,,,,,2013-12-30,"Hepacivirus C isolate sP114378 polyprotein gene, complete cds"
KY620457,2017-03-11T00:00:00Z,sP118763,,,,,2013-12-27,"Hepacivirus C isolate sP118763 polyprotein gene, complete cds"
KY620458,2017-03-11T00:00:00Z,sP151094,,,,,2013-12-27,"Hepacivirus C isolate sP151094 polyprotein gene, complete cds"
KY620459,2017-03-11T00:00:00Z,sP171911,,,,,2014-01-06,"Hepacivirus C isolate sP171911 polyprotein gene, complete cds"
KY620460,2017-03-11T00:00:00Z,sP155470,,,,,2013-12-23,"Hepacivirus C isolate sP155470 polyprotein gene, complete cds"
KY620461,2017-03-11T00:00:00Z,sP184834,,,,,2013-12-30,"Hepacivirus C isolate sP184834 polyprotein gene, complete cds"
KY620462,2017-03-11T00:00:00Z,sP151383,,,,,2013-12-27,"Hepacivirus C isolate sP151383 polyprotein gene, complete cds"
KY620463,2017-03-11T00:00:00Z,sP143184,,,,,2013-12-30,"Hepacivirus C isolate sP143184 polyprotein gene, complete cds"
KY620464,2017-03-11T00:00:00Z,sP192858,,,,,2014-01-06,"Hepacivirus C isolate sP192858 polyprotein gene, complete cds"
KY620465,2017-03-11T00:00:00Z,sP150457,,,,,2014-01-06,"Hepacivirus C isolate sP150457 polyprotein gene, complete cds"
KY620466,2017-03-11T00:00:00Z,sP108420,,,,,2014-01-02,"Hepacivirus C isolate sP108420 polyprotein gene, complete cds"
KY620467,2017-03-11T00:00:00Z,sP101645,,,,,2014-01-06,"Hepacivirus C isolate sP101645 polyprotein gene, complete cds"
KY620468,2017-03-11T00:00:00Z,sP144202,,,,,2014-01-03,"Hepacivirus C isolate sP144202 polyprotein gene, complete cds"
KY620469,2017-03-11T00:00:00Z,sP130987,,,,,2014-01-02,"Hepacivirus C isolate sP130987 polyprotein gene, complete cds"
KY620470,2017-03-11T00:00:00Z,sP121426,,,,,2014-01-02,"Hepacivirus C isolate sP121426 polyprotein gene, complete cds"
KY620471,2017-03-11T00:00:00Z,sP189103,,,,,2014-01-07,"Hepacivirus C isolate sP189103 polyprotein gene, complete cds"
KY620472,2017-03-11T00:00:00Z,sP103228,,,,,2014-01-07,"Hepacivirus C isolate sP103228 polyprotein gene, complete cds"
KY620473,2017-03-11T00:00:00Z,sP118009,,,,,2014-01-07,"Hepacivirus C isolate sP118009 polyprotein gene, complete cds"
KY620474,2017-03-11T00:00:00Z,sP144468,,,,,2013-12-18,"Hepacivirus C isolate sP144468 polyprotein gene, complete cds"
KY620475,2017-03-11T00:00:00Z,sP139521,,,,,2013-12-19,"Hepacivirus C isolate sP139521 polyprotein gene, complete cds"
KY620476,2017-03-11T00:00:00Z,sP155701,,,,,2014-01-07,"Hepacivirus C isolate sP155701 polyprotein gene, complete cds"
KY620477,2017-03-11T00:00:00Z,sP193304,,,,,2013-12-27,"Hepacivirus C isolate sP193304 polyprotein gene, complete cds"
KY620478,2017-03-11T00:00:00Z,sP177110,,,,,2013-12-27,"Hepacivirus C isolate sP177110 polyprotein gene, complete cds"
KY620479,2017-03-11T00:00:00Z,sP131544,,,,,2013-12-27,"Hepacivirus C isolate sP131544 polyprotein gene, complete cds"
KY620480,2017-03-11T00:00:00Z,sP176581,,,,,2013-12-30,"Hepacivirus C isolate sP176581 polyprotein gene, complete cds"
KY620481,2017-03-11T00:00:00Z,sP149960,,,,,2013-12-23,"Hepacivirus C isolate sP149960 polyprotein gene, complete cds"
KY620482,2017-03-11T00:00:00Z,sP144624,,,,,2013-12-19,"Hepacivirus C isolate sP144624 polyprotein gene, complete cds"
KY620483,2017-03-11T00:00:00Z,sP119818,,,,,2014-01-02,"Hepacivirus C isolate sP119818 polyprotein gene, complete cds"
KY620484,2017-03-11T00:00:00Z,sP195132,,,,,2014-01-09,"Hepacivirus C isolate sP195132 polyprotein gene, complete cds"
KY620485,2017-03-11T00:00:00Z,sP110813,,,,,2013-12-27,"Hepacivirus C isolate sP110813 polyprotein gene, complete cds"
KY620486,2017-03-11T00:00:00Z,sP116905,,,,,2013-12-27,"Hepacivirus C isolate sP116905 polyprotein gene, complete cds"
