strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/SP149918/KY620395/UNKNOWN/2013	KY620395	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP185877/KY620396/UNKNOWN/2013	KY620396	ncbi	?	?	?	2013-12-09	?	?	3
HCV/SP137480/KY620397/UNKNOWN/2013	KY620397	ncbi	?	?	?	2013-12-04	?	?	?
HCV/SP164009/KY620398/UNKNOWN/2013	KY620398	ncbi	?	?	?	2013-12-03	?	?	3
HCV/SP114734/KY620399/UNKNOWN/2013	KY620399	ncbi	?	?	?	2013-12-03	?	?	3
HCV/SP123396/KY620400/UNKNOWN/2013	KY620400	ncbi	?	?	?	2013-12-09	?	?	3
HCV/SP123894/KY620401/UNKNOWN/2013	KY620401	ncbi	?	?	?	2013-12-06	?	?	3
HCV/SP156377/KY620402/UNKNOWN/2013	KY620402	ncbi	?	?	?	2013-12-10	?	?	3
HCV/SP155262/KY620403/UNKNOWN/2013	KY620403	ncbi	?	?	?	2013-12-10	?	?	?
HCV/SP125680/KY620404/UNKNOWN/2013	KY620404	ncbi	?	?	?	2013-12-05	?	?	3
HCV/SP188444/KY620405/UNKNOWN/2013	KY620405	ncbi	?	?	?	2013-12-05	?	?	3
HCV/SP159426/KY620406/UNKNOWN/2013	KY620406	ncbi	?	?	?	2013-12-05	?	?	3
HCV/SP137274/KY620407/UNKNOWN/2013	KY620407	ncbi	?	?	?	2013-12-10	?	?	3
HCV/SP139391/KY620408/UNKNOWN/2013	KY620408	ncbi	?	?	?	2013-12-05	?	?	?
HCV/SP178928/KY620409/UNKNOWN/2013	KY620409	ncbi	?	?	?	2013-12-05	?	?	3
HCV/SP157819/KY620410/UNKNOWN/2013	KY620410	ncbi	?	?	?	2013-12-09	?	?	3
HCV/SP156699/KY620411/UNKNOWN/2013	KY620411	ncbi	?	?	?	2013-12-11	?	?	3
HCV/SP133972/KY620412/UNKNOWN/2013	KY620412	ncbi	?	?	?	2013-12-12	?	?	?
HCV/SP149154/KY620413/UNKNOWN/2013	KY620413	ncbi	?	?	?	2013-12-18	?	?	3
HCV/SP168290/KY620414/UNKNOWN/2013	KY620414	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP165196/KY620415/UNKNOWN/2013	KY620415	ncbi	?	?	?	2013-12-13	?	?	3
HCV/SP154613/KY620416/UNKNOWN/2013	KY620416	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP185793/KY620417/UNKNOWN/2013	KY620417	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP196406/KY620418/UNKNOWN/2013	KY620418	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP145130/KY620419/UNKNOWN/2013	KY620419	ncbi	?	?	?	2013-12-30	?	?	3
HCV/SP124605/KY620420/UNKNOWN/2013	KY620420	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP123989/KY620421/UNKNOWN/2013	KY620421	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP118115/KY620422/UNKNOWN/2013	KY620422	ncbi	?	?	?	2013-12-09	?	?	3
HCV/SP192080/KY620423/UNKNOWN/2013	KY620423	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP171853/KY620424/UNKNOWN/2013	KY620424	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP150411/KY620425/UNKNOWN/2013	KY620425	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP127478/KY620426/UNKNOWN/2013	KY620426	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP190359/KY620427/UNKNOWN/2013	KY620427	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP179879/KY620428/UNKNOWN/2013	KY620428	ncbi	?	?	?	2013-12-19	?	?	3
HCV/SP169068/KY620429/UNKNOWN/2013	KY620429	ncbi	?	?	?	2013-12-13	?	?	3
HCV/SP123372/KY620430/UNKNOWN/2013	KY620430	ncbi	?	?	?	2013-12-18	?	?	3
HCV/SP102963/KY620431/UNKNOWN/2013	KY620431	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP180309/KY620432/UNKNOWN/2013	KY620432	ncbi	?	?	?	2013-12-17	?	?	3
HCV/SP126712/KY620433/UNKNOWN/2013	KY620433	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP161280/KY620434/UNKNOWN/2013	KY620434	ncbi	?	?	?	2013-12-19	?	?	?
HCV/SP197771/KY620435/UNKNOWN/2013	KY620435	ncbi	?	?	?	2013-12-19	?	?	3
HCV/SP183191/KY620436/UNKNOWN/2013	KY620436	ncbi	?	?	?	2013-12-16	?	?	3
HCV/SP193311/KY620437/UNKNOWN/2013	KY620437	ncbi	?	?	?	2013-12-19	?	?	3
HCV/SP159789/KY620438/UNKNOWN/2013	KY620438	ncbi	?	?	?	2013-12-18	?	?	?
HCV/SP132020/KY620439/UNKNOWN/2014	KY620439	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP172680/KY620440/UNKNOWN/2013	KY620440	ncbi	?	?	?	2013-12-16	?	?	?
HCV/SP169457/KY620441/UNKNOWN/2013	KY620441	ncbi	?	?	?	2013-12-23	?	?	?
HCV/SP126297/KY620442/UNKNOWN/2013	KY620442	ncbi	?	?	?	2013-12-17	?	?	?
HCV/SP178715/KY620443/UNKNOWN/2013	KY620443	ncbi	?	?	?	2013-12-19	?	?	?
HCV/SP161993/KY620444/UNKNOWN/2013	KY620444	ncbi	?	?	?	2013-12-17	?	?	3
HCV/SP127419/KY620445/UNKNOWN/2014	KY620445	ncbi	?	?	?	2014-01-03	?	?	?
HCV/SP182357/KY620446/UNKNOWN/2014	KY620446	ncbi	?	?	?	2014-01-04	?	?	?
HCV/SP115586/KY620447/UNKNOWN/2013	KY620447	ncbi	?	?	?	2013-12-23	?	?	?
HCV/SP159504/KY620448/UNKNOWN/2014	KY620448	ncbi	?	?	?	2014-01-09	?	?	3
HCV/SP182144/KY620449/UNKNOWN/2013	KY620449	ncbi	?	?	?	2013-12-18	?	?	3
HCV/SP184911/KY620450/UNKNOWN/2013	KY620450	ncbi	?	?	?	2013-12-20	?	?	3
HCV/SP121997/KY620451/UNKNOWN/2013	KY620451	ncbi	?	?	?	2013-12-30	?	?	3
HCV/SP162411/KY620452/UNKNOWN/2013	KY620452	ncbi	?	?	?	2013-12-23	?	?	?
HCV/SP144302/KY620453/UNKNOWN/2013	KY620453	ncbi	?	?	?	2013-12-23	?	?	?
HCV/SP128208/KY620454/UNKNOWN/2014	KY620454	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP127266/KY620455/UNKNOWN/2013	KY620455	ncbi	?	?	?	2013-12-27	?	?	3
HCV/SP114378/KY620456/UNKNOWN/2013	KY620456	ncbi	?	?	?	2013-12-30	?	?	3
HCV/SP118763/KY620457/UNKNOWN/2013	KY620457	ncbi	?	?	?	2013-12-27	?	?	3
HCV/SP151094/KY620458/UNKNOWN/2013	KY620458	ncbi	?	?	?	2013-12-27	?	?	3
HCV/SP171911/KY620459/UNKNOWN/2014	KY620459	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP155470/KY620460/UNKNOWN/2013	KY620460	ncbi	?	?	?	2013-12-23	?	?	3
HCV/SP184834/KY620461/UNKNOWN/2013	KY620461	ncbi	?	?	?	2013-12-30	?	?	?
HCV/SP151383/KY620462/UNKNOWN/2013	KY620462	ncbi	?	?	?	2013-12-27	?	?	?
HCV/SP143184/KY620463/UNKNOWN/2013	KY620463	ncbi	?	?	?	2013-12-30	?	?	3
HCV/SP192858/KY620464/UNKNOWN/2014	KY620464	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP150457/KY620465/UNKNOWN/2014	KY620465	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP108420/KY620466/UNKNOWN/2014	KY620466	ncbi	?	?	?	2014-01-02	?	?	?
HCV/SP101645/KY620467/UNKNOWN/2014	KY620467	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP144202/KY620468/UNKNOWN/2014	KY620468	ncbi	?	?	?	2014-01-03	?	?	?
HCV/SP130987/KY620469/UNKNOWN/2014	KY620469	ncbi	?	?	?	2014-01-02	?	?	?
HCV/SP121426/KY620470/UNKNOWN/2014	KY620470	ncbi	?	?	?	2014-01-02	?	?	?
HCV/SP189103/KY620471/UNKNOWN/2014	KY620471	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP103228/KY620472/UNKNOWN/2014	KY620472	ncbi	?	?	?	2014-01-07	?	?	3
HCV/SP118009/KY620473/UNKNOWN/2014	KY620473	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP144468/KY620474/UNKNOWN/2013	KY620474	ncbi	?	?	?	2013-12-18	?	?	3
HCV/SP139521/KY620475/UNKNOWN/2013	KY620475	ncbi	?	?	?	2013-12-19	?	?	3
HCV/SP155701/KY620476/UNKNOWN/2014	KY620476	ncbi	?	?	?	2014-01-07	?	?	3
HCV/SP193304/KY620477/UNKNOWN/2013	KY620477	ncbi	?	?	?	2013-12-27	?	?	?
HCV/SP177110/KY620478/UNKNOWN/2013	KY620478	ncbi	?	?	?	2013-12-27	?	?	?
HCV/SP131544/KY620479/UNKNOWN/2013	KY620479	ncbi	?	?	?	2013-12-27	?	?	3
HCV/SP176581/KY620480/UNKNOWN/2013	KY620480	ncbi	?	?	?	2013-12-30	?	?	3
HCV/SP149960/KY620481/UNKNOWN/2013	KY620481	ncbi	?	?	?	2013-12-23	?	?	3
HCV/SP144624/KY620482/UNKNOWN/2013	KY620482	ncbi	?	?	?	2013-12-19	?	?	3
HCV/SP119818/KY620483/UNKNOWN/2014	KY620483	ncbi	?	?	?	2014-01-02	?	?	?
HCV/SP195132/KY620484/UNKNOWN/2014	KY620484	ncbi	?	?	?	2014-01-09	?	?	3
HCV/SP110813/KY620485/UNKNOWN/2013	KY620485	ncbi	?	?	?	2013-12-27	?	?	3
HCV/SP116905/KY620486/UNKNOWN/2013	KY620486	ncbi	?	?	?	2013-12-27	?	?	?
HCV/SP138504/KY620487/UNKNOWN/2014	KY620487	ncbi	?	?	?	2014-01-08	?	?	3
HCV/SP140517/KY620488/UNKNOWN/2014	KY620488	ncbi	?	?	?	2014-01-07	?	?	3
HCV/SP124721/KY620489/UNKNOWN/2013	KY620489	ncbi	?	?	?	2013-12-30	?	?	?
HCV/SP158925/KY620490/UNKNOWN/2013	KY620490	ncbi	?	?	?	2013-12-30	?	?	3
HCV/SP167177/KY620491/UNKNOWN/2013	KY620491	ncbi	?	?	?	2013-12-26	?	?	3
HCV/SP193030/KY620492/UNKNOWN/2013	KY620492	ncbi	?	?	?	2013-12-30	?	?	?
HCV/SP118785/KY620493/UNKNOWN/2014	KY620493	ncbi	?	?	?	2014-01-08	?	?	?
HCV/SP194356/KY620494/UNKNOWN/2014	KY620494	ncbi	?	?	?	2014-01-06	?	?	3
HCV/SP196255/KY620495/UNKNOWN/2014	KY620495	ncbi	?	?	?	2014-01-13	?	?	?
HCV/SP167557/KY620496/UNKNOWN/2014	KY620496	ncbi	?	?	?	2014-01-14	?	?	3
HCV/SP165046/KY620497/UNKNOWN/2014	KY620497	ncbi	?	?	?	2014-01-03	?	?	3
HCV/SP100291/KY620498/UNKNOWN/2014	KY620498	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP189317/KY620499/UNKNOWN/2013	KY620499	ncbi	?	?	?	2013-12-30	?	?	?
HCV/SP152424/KY620500/UNKNOWN/2014	KY620500	ncbi	?	?	?	2014-01-02	?	?	?
HCV/SP174047/KY620501/UNKNOWN/2013	KY620501	ncbi	?	?	?	2013-12-30	?	?	?
HCV/SP134146/KY620502/UNKNOWN/2014	KY620502	ncbi	?	?	?	2014-01-13	?	?	?
HCV/SP177052/KY620503/UNKNOWN/2014	KY620503	ncbi	?	?	?	2014-01-03	?	?	?
HCV/SP175365/KY620504/UNKNOWN/2014	KY620504	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP126889/KY620505/UNKNOWN/2014	KY620505	ncbi	?	?	?	2014-01-08	?	?	?
HCV/SP128476/KY620506/UNKNOWN/2014	KY620506	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP155451/KY620507/UNKNOWN/2014	KY620507	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP176369/KY620508/UNKNOWN/2014	KY620508	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP196399/KY620509/UNKNOWN/2014	KY620509	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP132633/KY620510/UNKNOWN/2014	KY620510	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP179554/KY620511/UNKNOWN/2014	KY620511	ncbi	?	?	?	2014-01-09	?	?	?
HCV/SP106397/KY620512/UNKNOWN/2014	KY620512	ncbi	?	?	?	2014-01-03	?	?	?
HCV/SP151412/KY620513/UNKNOWN/2014	KY620513	ncbi	?	?	?	2014-01-07	?	?	3
HCV/SP199191/KY620514/UNKNOWN/2014	KY620514	ncbi	?	?	?	2014-01-03	?	?	?
HCV/SP133229/KY620515/UNKNOWN/2014	KY620515	ncbi	?	?	?	2014-01-06	?	?	?
HCV/SP123322/KY620516/UNKNOWN/2014	KY620516	ncbi	?	?	?	2014-01-10	?	?	3
HCV/SP131172/KY620517/UNKNOWN/2014	KY620517	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP161327/KY620518/UNKNOWN/2014	KY620518	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP100718/KY620519/UNKNOWN/2014	KY620519	ncbi	?	?	?	2014-01-09	?	?	?
HCV/SP136748/KY620520/UNKNOWN/2014	KY620520	ncbi	?	?	?	2014-01-09	?	?	?
HCV/SP125310/KY620521/UNKNOWN/2014	KY620521	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP191897/KY620522/UNKNOWN/2014	KY620522	ncbi	?	?	?	2014-01-10	?	?	?
HCV/SP194241/KY620523/UNKNOWN/2014	KY620523	ncbi	?	?	?	2014-01-13	?	?	3
HCV/SP115799/KY620524/UNKNOWN/2014	KY620524	ncbi	?	?	?	2014-01-14	?	?	?
HCV/SP131648/KY620525/UNKNOWN/2014	KY620525	ncbi	?	?	?	2014-01-09	?	?	?
HCV/SP177310/KY620526/UNKNOWN/2014	KY620526	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP130086/KY620527/UNKNOWN/2014	KY620527	ncbi	?	?	?	2014-01-15	?	?	3
HCV/SP153686/KY620528/UNKNOWN/2014	KY620528	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP107232/KY620529/UNKNOWN/2014	KY620529	ncbi	?	?	?	2014-01-09	?	?	?
HCV/SP170078/KY620530/UNKNOWN/2014	KY620530	ncbi	?	?	?	2014-01-10	?	?	?
HCV/SP199928/KY620531/UNKNOWN/2014	KY620531	ncbi	?	?	?	2014-01-06	?	?	3
HCV/SP141744/KY620532/UNKNOWN/2014	KY620532	ncbi	?	?	?	2014-01-07	?	?	?
HCV/SP180254/KY620533/UNKNOWN/2014	KY620533	ncbi	?	?	?	2014-01-08	?	?	?
HCV/SP186199/KY620534/UNKNOWN/2014	KY620534	ncbi	?	?	?	2014-01-08	?	?	?
HCV/SP140561/KY620535/UNKNOWN/2014	KY620535	ncbi	?	?	?	2014-01-09	?	?	?
HCV/SP140521/KY620536/UNKNOWN/2014	KY620536	ncbi	?	?	?	2014-01-14	?	?	?
HCV/SP113246/KY620537/UNKNOWN/2014	KY620537	ncbi	?	?	?	2014-01-16	?	?	?
HCV/SP183818/KY620538/UNKNOWN/2014	KY620538	ncbi	?	?	?	2014-01-11	?	?	?
HCV/SP195991/KY620539/UNKNOWN/2014	KY620539	ncbi	?	?	?	2014-01-13	?	?	?
HCV/SP136496/KY620540/UNKNOWN/2014	KY620540	ncbi	?	?	?	2014-01-17	?	?	?
HCV/SP148217/KY620541/UNKNOWN/2014	KY620541	ncbi	?	?	?	2014-01-14	?	?	?
HCV/SP134901/KY620542/UNKNOWN/2014	KY620542	ncbi	?	?	?	2014-01-15	?	?	?
HCV/SP100960/KY620543/UNKNOWN/2014	KY620543	ncbi	?	?	?	2014-01-15	?	?	?
HCV/SP185855/KY620544/UNKNOWN/2014	KY620544	ncbi	?	?	?	2014-01-17	?	?	3
HCV/SP128301/KY620545/UNKNOWN/2014	KY620545	ncbi	?	?	?	2014-01-16	?	?	?
HCV/SP185497/KY620546/UNKNOWN/2014	KY620546	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP160455/KY620547/UNKNOWN/2014	KY620547	ncbi	?	?	?	2014-01-15	?	?	3
HCV/SP124139/KY620548/UNKNOWN/2014	KY620548	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP148730/KY620549/UNKNOWN/2014	KY620549	ncbi	?	?	?	2014-01-16	?	?	?
HCV/SP112534/KY620550/UNKNOWN/2014	KY620550	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP117020/KY620551/UNKNOWN/2014	KY620551	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP119082/KY620552/UNKNOWN/2014	KY620552	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP127384/KY620553/UNKNOWN/2014	KY620553	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP193645/KY620554/UNKNOWN/2014	KY620554	ncbi	?	?	?	2014-01-13	?	?	3
HCV/SP140598/KY620555/UNKNOWN/2014	KY620555	ncbi	?	?	?	2014-01-14	?	?	3
HCV/SP102021/KY620556/UNKNOWN/2014	KY620556	ncbi	?	?	?	2014-01-14	?	?	3
HCV/SP130954/KY620557/UNKNOWN/2014	KY620557	ncbi	?	?	?	2014-01-21	?	?	?
HCV/SP170623/KY620558/UNKNOWN/2014	KY620558	ncbi	?	?	?	2014-01-16	?	?	?
HCV/SP169235/KY620559/UNKNOWN/2014	KY620559	ncbi	?	?	?	2014-01-16	?	?	3
HCV/SP199435/KY620560/UNKNOWN/2014	KY620560	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP187273/KY620561/UNKNOWN/2014	KY620561	ncbi	?	?	?	2014-01-21	?	?	?
HCV/SP151376/KY620562/UNKNOWN/2014	KY620562	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP127903/KY620563/UNKNOWN/2014	KY620563	ncbi	?	?	?	2014-01-21	?	?	?
HCV/SP166533/KY620564/UNKNOWN/2014	KY620564	ncbi	?	?	?	2014-01-23	?	?	3
HCV/SP194674/KY620565/UNKNOWN/2014	KY620565	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP148879/KY620566/UNKNOWN/2014	KY620566	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP178112/KY620567/UNKNOWN/2014	KY620567	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP198315/KY620568/UNKNOWN/2014	KY620568	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP105067/KY620569/UNKNOWN/2014	KY620569	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP199426/KY620570/UNKNOWN/2014	KY620570	ncbi	?	?	?	2014-01-20	?	?	3
HCV/SP156807/KY620571/UNKNOWN/2014	KY620571	ncbi	?	?	?	2014-01-29	?	?	3
HCV/SP138749/KY620572/UNKNOWN/2014	KY620572	ncbi	?	?	?	2014-01-21	?	?	?
HCV/SP136694/KY620573/UNKNOWN/2014	KY620573	ncbi	?	?	?	2014-01-22	?	?	?
HCV/SP186740/KY620574/UNKNOWN/2014	KY620574	ncbi	?	?	?	2014-01-24	?	?	?
HCV/SP183631/KY620575/UNKNOWN/2014	KY620575	ncbi	?	?	?	2014-01-22	?	?	?
HCV/SP100267/KY620576/UNKNOWN/2014	KY620576	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP155261/KY620577/UNKNOWN/2014	KY620577	ncbi	?	?	?	2014-01-21	?	?	3
HCV/SP130312/KY620578/UNKNOWN/2014	KY620578	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP169890/KY620579/UNKNOWN/2014	KY620579	ncbi	?	?	?	2014-01-21	?	?	?
HCV/SP181504/KY620580/UNKNOWN/2014	KY620580	ncbi	?	?	?	2014-01-24	?	?	?
HCV/SP102673/KY620581/UNKNOWN/2014	KY620581	ncbi	?	?	?	2014-03-13	?	?	?
HCV/SP107295/KY620582/UNKNOWN/2014	KY620582	ncbi	?	?	?	2014-01-21	?	?	?
HCV/SP169662/KY620583/UNKNOWN/2014	KY620583	ncbi	?	?	?	2014-01-24	?	?	?
HCV/SP133096/KY620584/UNKNOWN/2014	KY620584	ncbi	?	?	?	2014-01-20	?	?	?
HCV/SP144439/KY620585/UNKNOWN/2014	KY620585	ncbi	?	?	?	2014-01-27	?	?	?
HCV/SP117692/KY620586/UNKNOWN/2014	KY620586	ncbi	?	?	?	2014-01-27	?	?	?
HCV/SP158533/KY620587/UNKNOWN/2014	KY620587	ncbi	?	?	?	2014-01-23	?	?	3
HCV/SP164104/KY620588/UNKNOWN/2014	KY620588	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP186887/KY620589/UNKNOWN/2014	KY620589	ncbi	?	?	?	2014-02-12	?	?	?
HCV/SP141234/KY620590/UNKNOWN/2014	KY620590	ncbi	?	?	?	2014-01-28	?	?	?
HCV/SP105383/KY620591/UNKNOWN/2014	KY620591	ncbi	?	?	?	2014-01-27	?	?	3
HCV/SP159110/KY620592/UNKNOWN/2014	KY620592	ncbi	?	?	?	2014-01-30	?	?	?
HCV/SP158986/KY620593/UNKNOWN/2014	KY620593	ncbi	?	?	?	2014-01-28	?	?	3
HCV/SP153129/KY620594/UNKNOWN/2014	KY620594	ncbi	?	?	?	2014-01-29	?	?	?
HCV/SP114978/KY620595/UNKNOWN/2014	KY620595	ncbi	?	?	?	2014-01-29	?	?	?
HCV/SP160318/KY620596/UNKNOWN/2014	KY620596	ncbi	?	?	?	2014-01-29	?	?	3
HCV/SP150884/KY620597/UNKNOWN/2014	KY620597	ncbi	?	?	?	2014-01-29	?	?	?
HCV/SP168744/KY620598/UNKNOWN/2014	KY620598	ncbi	?	?	?	2014-01-29	?	?	?
HCV/SP134204/KY620599/UNKNOWN/2014	KY620599	ncbi	?	?	?	2014-02-04	?	?	3
HCV/SP126203/KY620600/UNKNOWN/2014	KY620600	ncbi	?	?	?	2014-01-23	?	?	?
HCV/SP157803/KY620601/UNKNOWN/2014	KY620601	ncbi	?	?	?	2014-01-30	?	?	?
HCV/SP154801/KY620602/UNKNOWN/2014	KY620602	ncbi	?	?	?	2014-02-11	?	?	?
HCV/SP132204/KY620603/UNKNOWN/2014	KY620603	ncbi	?	?	?	2014-02-11	?	?	?
HCV/SP124349/KY620604/UNKNOWN/2014	KY620604	ncbi	?	?	?	2014-01-27	?	?	3
HCV/SP147317/KY620605/UNKNOWN/2014	KY620605	ncbi	?	?	?	2014-01-23	?	?	3
HCV/SP189216/KY620606/UNKNOWN/2014	KY620606	ncbi	?	?	?	2014-01-31	?	?	?
HCV/SP173143/KY620607/UNKNOWN/2014	KY620607	ncbi	?	?	?	2014-02-07	?	?	?
HCV/SP161279/KY620608/UNKNOWN/2014	KY620608	ncbi	?	?	?	2014-01-29	?	?	?
HCV/SP100506/KY620609/UNKNOWN/2014	KY620609	ncbi	?	?	?	2014-01-29	?	?	?
HCV/SP109428/KY620610/UNKNOWN/2014	KY620610	ncbi	?	?	?	2014-01-31	?	?	?
HCV/SP142138/KY620611/UNKNOWN/2014	KY620611	ncbi	?	?	?	2014-02-03	?	?	3
HCV/SP133328/KY620612/UNKNOWN/2014	KY620612	ncbi	?	?	?	2014-02-03	?	?	?
HCV/SP185241/KY620613/UNKNOWN/2014	KY620613	ncbi	?	?	?	2014-02-12	?	?	?
HCV/SP165902/KY620614/UNKNOWN/2014	KY620614	ncbi	?	?	?	2014-02-10	?	?	?
HCV/SP170074/KY620615/UNKNOWN/2014	KY620615	ncbi	?	?	?	2014-02-05	?	?	?
HCV/SP196865/KY620616/UNKNOWN/2014	KY620616	ncbi	?	?	?	2014-02-04	?	?	?
HCV/SP152733/KY620617/UNKNOWN/2014	KY620617	ncbi	?	?	?	2014-02-03	?	?	?
HCV/SP100982/KY620618/UNKNOWN/2014	KY620618	ncbi	?	?	?	2014-02-18	?	?	?
HCV/SP187542/KY620619/UNKNOWN/2014	KY620619	ncbi	?	?	?	2014-02-04	?	?	3
HCV/SP162131/KY620620/UNKNOWN/2014	KY620620	ncbi	?	?	?	2014-02-05	?	?	3
HCV/SP112932/KY620621/UNKNOWN/2014	KY620621	ncbi	?	?	?	2014-02-11	?	?	?
HCV/SP178898/KY620622/UNKNOWN/2014	KY620622	ncbi	?	?	?	2014-02-12	?	?	?
HCV/SP147765/KY620623/UNKNOWN/2014	KY620623	ncbi	?	?	?	2014-02-12	?	?	3
HCV/SP158798/KY620624/UNKNOWN/2014	KY620624	ncbi	?	?	?	2014-02-12	?	?	?
HCV/SP185290/KY620625/UNKNOWN/2014	KY620625	ncbi	?	?	?	2014-02-07	?	?	?
HCV/SP187166/KY620626/UNKNOWN/2014	KY620626	ncbi	?	?	?	2014-02-07	?	?	?
HCV/SP184044/KY620627/UNKNOWN/2014	KY620627	ncbi	?	?	?	2014-02-07	?	?	?
HCV/SP115083/KY620628/UNKNOWN/2014	KY620628	ncbi	?	?	?	2014-02-12	?	?	3
HCV/SP188756/KY620629/UNKNOWN/2014	KY620629	ncbi	?	?	?	2014-02-13	?	?	?
HCV/SP109287/KY620630/UNKNOWN/2014	KY620630	ncbi	?	?	?	2014-02-14	?	?	?
HCV/SP193290/KY620631/UNKNOWN/2014	KY620631	ncbi	?	?	?	2014-02-12	?	?	?
HCV/SP165557/KY620632/UNKNOWN/2014	KY620632	ncbi	?	?	?	2014-02-10	?	?	?
HCV/SP135879/KY620633/UNKNOWN/2014	KY620633	ncbi	?	?	?	2014-02-13	?	?	?
HCV/SP128741/KY620634/UNKNOWN/2014	KY620634	ncbi	?	?	?	2014-02-11	?	?	3
HCV/SP127335/KY620635/UNKNOWN/2014	KY620635	ncbi	?	?	?	2014-02-10	?	?	?
HCV/SP118431/KY620636/UNKNOWN/2014	KY620636	ncbi	?	?	?	2014-02-19	?	?	?
HCV/SP115255/KY620637/UNKNOWN/2014	KY620637	ncbi	?	?	?	2014-02-13	?	?	3
HCV/SP117277/KY620638/UNKNOWN/2014	KY620638	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP177977/KY620639/UNKNOWN/2014	KY620639	ncbi	?	?	?	2014-02-13	?	?	?
HCV/SP179338/KY620640/UNKNOWN/2014	KY620640	ncbi	?	?	?	2014-02-18	?	?	?
HCV/SP120855/KY620641/UNKNOWN/2014	KY620641	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP170657/KY620642/UNKNOWN/2014	KY620642	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP175997/KY620643/UNKNOWN/2014	KY620643	ncbi	?	?	?	2014-02-14	?	?	?
HCV/SP195936/KY620644/UNKNOWN/2014	KY620644	ncbi	?	?	?	2014-02-17	?	?	3
HCV/SP172448/KY620645/UNKNOWN/2014	KY620645	ncbi	?	?	?	2014-02-19	?	?	?
HCV/SP158202/KY620646/UNKNOWN/2014	KY620646	ncbi	?	?	?	2014-02-18	?	?	?
HCV/SP115443/KY620647/UNKNOWN/2014	KY620647	ncbi	?	?	?	2014-02-19	?	?	?
HCV/SP182829/KY620648/UNKNOWN/2014	KY620648	ncbi	?	?	?	2014-02-19	?	?	?
HCV/SP123807/KY620649/UNKNOWN/2014	KY620649	ncbi	?	?	?	2014-02-19	?	?	?
HCV/SP134257/KY620650/UNKNOWN/2014	KY620650	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP124446/KY620651/UNKNOWN/2014	KY620651	ncbi	?	?	?	2014-02-17	?	?	?
HCV/SP145322/KY620652/UNKNOWN/2014	KY620652	ncbi	?	?	?	2014-02-25	?	?	?
