strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/1A_RYUKYU_HCV1A_03/LC209865/JAPAN/2014	LC209865	ncbi	Japan	 Okinawa	?	2014-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_04/LC209866/JAPAN/2015	LC209866	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_05/LC209867/JAPAN/2015	LC209867	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_06/LC209868/JAPAN/2015	LC209868	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_07/LC209869/JAPAN/2015	LC209869	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_08/LC209870/JAPAN/2015	LC209870	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_09/LC209871/JAPAN/2016	LC209871	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_10/LC209872/JAPAN/2015	LC209872	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_11/LC209873/JAPAN/2016	LC209873	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_12/LC209874/JAPAN/2016	LC209874	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_13/LC209875/JAPAN/2015	LC209875	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_14/LC209876/JAPAN/2014	LC209876	ncbi	Japan	 Okinawa	?	2014-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_15/LC209877/JAPAN/2011	LC209877	ncbi	Japan	 Okinawa	?	2011-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_16/LC209878/JAPAN/2015	LC209878	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_17/LC209879/JAPAN/2015	LC209879	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_19/LC209880/JAPAN/2016	LC209880	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_20/LC209881/JAPAN/2015	LC209881	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_21/LC209882/JAPAN/2016	LC209882	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_22/LC209883/JAPAN/2016	LC209883	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_23/LC209884/JAPAN/2016	LC209884	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_24/LC209885/JAPAN/2014	LC209885	ncbi	Japan	 Okinawa	?	2014-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_25/LC209886/JAPAN/2016	LC209886	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_27/LC209887/JAPAN/2015	LC209887	ncbi	Japan	 Okinawa	?	2015-XX-XX	1a	1	1
HCV/1A_RYUKYU_HCV1A_28/LC209888/JAPAN/2016	LC209888	ncbi	Japan	 Okinawa	?	2016-XX-XX	1a	1	1
HCV/P1B01/KX766990/USA/2011	KX766990	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B02/KX766991/USA/2011	KX766991	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B03/KX766992/USA/2011	KX766992	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B04/KX766993/USA/2011	KX766993	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B05/KX766994/USA/2011	KX766994	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B06/KX766995/USA/2011	KX766995	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B07/KX766996/USA/2011	KX766996	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B08/KX766997/USA/2011	KX766997	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B09/KX766998/USA/2011	KX766998	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B10/KX766999/USA/2011	KX766999	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B11/KX767000/USA/2011	KX767000	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B12/KX767001/USA/2011	KX767001	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B13/KX767002/USA/2011	KX767002	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B14/KX767003/USA/2011	KX767003	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B15/KX767004/USA/2011	KX767004	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B16/KX767005/USA/2011	KX767005	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B17/KX767006/USA/2011	KX767006	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B18/KX767007/USA/2011	KX767007	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B19/KX767008/USA/2011	KX767008	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B20/KX767009/USA/2011	KX767009	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B21/KX767010/USA/2011	KX767010	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1B22/KX767011/USA/2011	KX767011	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A01/KX767012/USA/2011	KX767012	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A02/KX767013/USA/2011	KX767013	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A03/KX767014/USA/2011	KX767014	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A04/KX767015/USA/2011	KX767015	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A05/KX767016/USA/2011	KX767016	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A06/KX767017/USA/2011	KX767017	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A07/KX767018/USA/2011	KX767018	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A08/KX767019/USA/2011	KX767019	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A09/KX767020/USA/2011	KX767020	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A10/KX767021/USA/2011	KX767021	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A11/KX767022/USA/2011	KX767022	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A12/KX767023/USA/2011	KX767023	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A13/KX767024/USA/2011	KX767024	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A14/KX767025/USA/2011	KX767025	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A15/KX767026/USA/2011	KX767026	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A16/KX767027/USA/2011	KX767027	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A17/KX767028/USA/2011	KX767028	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A18/KX767029/USA/2011	KX767029	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A19/KX767030/USA/2011	KX767030	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A20/KX767031/USA/2011	KX767031	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A21/KX767032/USA/2011	KX767032	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A22/KX767033/USA/2011	KX767033	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B01/KX767034/USA/2011	KX767034	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B02/KX767035/USA/2011	KX767035	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B03/KX767036/USA/2011	KX767036	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B04/KX767037/USA/2011	KX767037	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B05/KX767038/USA/2011	KX767038	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B06/KX767039/USA/2011	KX767039	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B07/KX767040/USA/2011	KX767040	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B08/KX767041/USA/2011	KX767041	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B09/KX767042/USA/2011	KX767042	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B10/KX767043/USA/2011	KX767043	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B11/KX767044/USA/2011	KX767044	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B12/KX767045/USA/2011	KX767045	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B13/KX767046/USA/2011	KX767046	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B14/KX767047/USA/2011	KX767047	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B15/KX767048/USA/2011	KX767048	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B16/KX767049/USA/2011	KX767049	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B17/KX767050/USA/2011	KX767050	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B18/KX767051/USA/2011	KX767051	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B19/KX767052/USA/2011	KX767052	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B20/KX767053/USA/2011	KX767053	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B21/KX767054/USA/2011	KX767054	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2B22/KX767055/USA/2011	KX767055	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P2A01/KX767056/USA/2011	KX767056	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A02/KX767057/USA/2011	KX767057	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A03/KX767058/USA/2011	KX767058	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A04/KX767059/USA/2011	KX767059	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A05/KX767060/USA/2011	KX767060	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A06/KX767061/USA/2011	KX767061	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A07/KX767062/USA/2011	KX767062	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A08/KX767063/USA/2011	KX767063	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A09/KX767064/USA/2011	KX767064	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A10/KX767065/USA/2011	KX767065	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A11/KX767066/USA/2011	KX767066	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A12/KX767067/USA/2011	KX767067	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A13/KX767068/USA/2011	KX767068	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A14/KX767069/USA/2011	KX767069	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A15/KX767070/USA/2011	KX767070	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A16/KX767071/USA/2011	KX767071	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A17/KX767072/USA/2011	KX767072	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A18/KX767073/USA/2011	KX767073	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A19/KX767074/USA/2011	KX767074	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A20/KX767075/USA/2011	KX767075	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A21/KX767076/USA/2011	KX767076	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/P1A22/KX767077/USA/2011	KX767077	ncbi	USA	?	?	2011-05-XX	?	?	1
HCV/SC162/KY120328/CHINA/2005	KY120328	ncbi	China	?	?	2005-05-09	?	?	1
HCV/XJN0021/KY120331/CHINA/2003	KY120331	ncbi	China	?	?	2003-08-02	?	?	1
HCV/AUS_101/KX621422/AUSTRALIA/2004	KX621422	ncbi	Australia	?	?	2004-06-24	?	?	1
HCV/AUS_102/KX621423/AUSTRALIA/2004	KX621423	ncbi	Australia	?	?	2004-07-08	?	?	1
HCV/AUS_116/KX621424/AUSTRALIA/2006	KX621424	ncbi	Australia	?	?	2006-03-24	?	?	1
HCV/AUS_118/KX621425/AUSTRALIA/2006	KX621425	ncbi	Australia	?	?	2006-05-18	?	?	1
HCV/AUS_133/KX621427/AUSTRALIA/2007	KX621427	ncbi	Australia	?	?	2007-10-24	?	?	1
HCV/AUS_807/KX621430/AUSTRALIA/2005	KX621430	ncbi	Australia	?	?	2005-11-10	?	?	1
HCV/AUS_2016/KX621435/AUSTRALIA/2007	KX621435	ncbi	Australia	?	?	2007-02-08	?	?	1
HCV/AUS_2405/KX621436/AUSTRALIA/2007	KX621436	ncbi	Australia	?	?	2007-03-05	?	?	1
HCV/AUS_2604/KX621437/AUSTRALIA/2006	KX621437	ncbi	Australia	?	?	2006-10-25	?	?	1
HCV/BASLSH_19/KX621438/USA/2008	KX621438	ncbi	USA	?	?	2008-06-18	?	?	1
HCV/BASLSH_89/KX621439/USA/2009	KX621439	ncbi	USA	?	?	2009-03-18	?	?	1
HCV/BASLSH110/KX621440/USA/2010	KX621440	ncbi	USA	?	?	2010-11-04	?	?	1
HCV/BASMGH89/KX621442/USA/2010	KX621442	ncbi	USA	?	?	2010-11-24	?	?	1
HCV/BBAASH2/KX621443/USA/1998	KX621443	ncbi	USA	?	?	1998-02-02	?	?	1
HCV/BBAASH14/KX621444/USA/2001	KX621444	ncbi	USA	?	?	2001-12-13	?	?	1
HCV/BBAASH17/KX621445/USA/2001	KX621445	ncbi	USA	?	?	2001-09-17	?	?	1
HCV/BBAASH18/KX621446/USA/2001	KX621446	ncbi	USA	?	?	2001-07-05	?	?	1
HCV/BBAASH22/KX621448/USA/2001	KX621448	ncbi	USA	?	?	2001-06-13	?	?	1
HCV/BBAASH24/KX621449/USA/2003	KX621449	ncbi	USA	?	?	2003-01-02	?	?	1
HCV/BBAASH30/KX621450/USA/2001	KX621450	ncbi	USA	?	?	2001-11-01	?	?	1
HCV/BBAASH33/KX621451/USA/2000	KX621451	ncbi	USA	?	?	2000-10-26	?	?	1
HCV/BBAASH38/KX621452/USA/2001	KX621452	ncbi	USA	?	?	2001-09-18	?	?	1
HCV/BBAASH53/KX621455/USA/2003	KX621455	ncbi	USA	?	?	2003-09-25	?	?	1
HCV/BBAASH57/KX621456/USA/2004	KX621456	ncbi	USA	?	?	2004-04-22	?	?	1
HCV/BBAASH113/KX621458/USA/2006	KX621458	ncbi	USA	?	?	2006-03-10	?	?	1
HCV/BBAASH115/KX621459/USA/2006	KX621459	ncbi	USA	?	?	2006-03-10	?	?	1
HCV/BBAASH128/KX621461/USA/2001	KX621461	ncbi	USA	?	?	2001-07-31	?	?	1
HCV/BBAASH133/KX621462/USA/2006	KX621462	ncbi	USA	?	?	2006-03-23	?	?	1
HCV/BBAASH154/KX621464/USA/2005	KX621464	ncbi	USA	?	?	2005-11-17	?	?	1
HCV/BBAASH161/KX621466/USA/2005	KX621466	ncbi	USA	?	?	2005-04-12	?	?	1
HCV/BBAASH174/KX621467/USA/2006	KX621467	ncbi	USA	?	?	2006-03-09	?	?	1
HCV/BBAASH176/KX621468/USA/2007	KX621468	ncbi	USA	?	?	2007-01-09	?	?	1
HCV/BBAASH269/KX621471/USA/2008	KX621471	ncbi	USA	?	?	2008-10-09	?	?	1
HCV/BBAASH461/KX621473/USA/2009	KX621473	ncbi	USA	?	?	2009-07-15	?	?	1
HCV/BBAASH551/KX621474/USA/2010	KX621474	ncbi	USA	?	?	2010-01-19	?	?	1
HCV/HEP4756/KX621482/CANADA/2006	KX621482	ncbi	Canada	?	?	2006-09-12	?	?	1
HCV/HEP4994/KX621484/CANADA/2009	KX621484	ncbi	Canada	?	?	2009-10-15	?	?	1
HCV/HEP5068/KX621485/CANADA/2010	KX621485	ncbi	Canada	?	?	2010-01-11	?	?	1
HCV/HITP300080/KX621493/AUSTRALIA/2006	KX621493	ncbi	Australia	?	?	2006-06-08	?	?	1
HCV/HITP300203/KX621495/AUSTRALIA/2006	KX621495	ncbi	Australia	?	?	2006-12-06	?	?	1
HCV/HITP300313/KX621500/AUSTRALIA/2008	KX621500	ncbi	Australia	?	?	2008-03-10	?	?	1
HCV/HITP300461/KX621504/AUSTRALIA/2008	KX621504	ncbi	Australia	?	?	2008-11-03	?	?	1
HCV/HITP300472/KX621505/AUSTRALIA/2009	KX621505	ncbi	Australia	?	?	2009-07-01	?	?	1
HCV/UFOHG0007/KX621509/USA/2000	KX621509	ncbi	USA	?	?	2000-07-01	?	?	1
HCV/UFOHG0053/KX621510/USA/2001	KX621510	ncbi	USA	?	?	2001-01-17	?	?	1
HCV/UFOHG0083/KX621511/USA/2001	KX621511	ncbi	USA	?	?	2001-10-03	?	?	1
HCV/UFOHG0109/KX621512/USA/2006	KX621512	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/UFOHG0232/KX621514/USA/2001	KX621514	ncbi	USA	?	?	2001-03-17	?	?	1
HCV/UFOMN0012/KX621515/USA/2002	KX621515	ncbi	USA	?	?	2002-01-07	?	?	1
HCV/UFOMN0296/KX621517/USA/2001	KX621517	ncbi	USA	?	?	2001-07-25	?	?	1
HCV/UFOMN0347/KX621520/USA/2001	KX621520	ncbi	USA	?	?	2001-10-31	?	?	1
HCV/UFOMN0517/KX621521/USA/2003	KX621521	ncbi	USA	?	?	2003-11-18	?	?	1
HCV/UFORM0041/KX621523/USA/2010	KX621523	ncbi	USA	?	?	2010-09-22	?	?	1
HCV/UFORM0182/KX621524/USA/2011	KX621524	ncbi	USA	?	?	2011-12-21	?	?	1
HCV/UFOSM0047/KX621525/USA/2004	KX621525	ncbi	USA	?	?	2004-02-17	?	?	1
HCV/UFOSM0096/KX621526/USA/2007	KX621526	ncbi	USA	?	?	2007-02-13	?	?	1
HCV/UFOTH0034/KX621528/USA/2007	KX621528	ncbi	USA	?	?	2007-04-18	?	?	1
HCV/UFOTH0059/KX621529/USA/2007	KX621529	ncbi	USA	?	?	2007-08-21	?	?	1
HCV/UFOTL0107/KX621532/USA/2000	KX621532	ncbi	USA	?	?	2000-11-27	?	?	1
HCV/UFOTL0191/KX621533/USA/2001	KX621533	ncbi	USA	?	?	2001-10-29	?	?	1
HCV/UFOTL0220/KX621535/USA/2001	KX621535	ncbi	USA	?	?	2001-10-22	?	?	1
HCV/UFOTL0238/KX621536/USA/2001	KX621536	ncbi	USA	?	?	2001-08-20	?	?	1
HCV/UFOVT0012/KX621540/USA/2006	KX621540	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/UFOVT0083/KX621542/USA/2005	KX621542	ncbi	USA	?	?	2005-10-11	?	?	1
HCV/UFOXT0018/KX621544/USA/2011	KX621544	ncbi	USA	?	?	2011-07-13	?	?	1
HCV/HITCSTAS0483MX/KU871300/AUSTRALIA/2010	KU871300	ncbi	Australia	?	?	2010-05-05	?	?	1
HCV/NED5-2/KU871301/NETHERLANDS/2014	KU871301	ncbi	Netherlands	?	?	2014-01-01	?	?	1
HCV/HITP300256/KU871302/AUSTRALIA/2011	KU871302	ncbi	Australia	?	?	2011-12-02	?	?	1
HCV/HITCTHD1086MX/KU871303/AUSTRALIA/2012	KU871303	ncbi	Australia	?	?	2012-07-12	?	?	1
HCV/HITP300345_1A/KU871304/AUSTRALIA/2012	KU871304	ncbi	Australia	?	?	2012-04-16	?	?	1
HCV/HITP300315_1A/KU871305/AUSTRALIA/2010	KU871305	ncbi	Australia	?	?	2010-05-17	?	?	1
HCV/HITP300144/KU871306/AUSTRALIA/2012	KU871306	ncbi	Australia	?	?	2012-08-13	?	?	1
HCV/HITP400087/KU871307/AUSTRALIA/2013	KU871307	ncbi	Australia	?	?	2013-11-04	?	?	1
HCV/HITCFICT0189FX/KU871309/AUSTRALIA/2011	KU871309	ncbi	Australia	?	?	2011-11-28	?	?	1
HCV/PEA_1/KT983616/RUSSIA/2010	KT983616	ncbi	Russia	?	?	2010-XX-XX	?	?	1
HCV/PEA_1/KT983617/RUSSIA/2015	KT983617	ncbi	Russia	?	?	2015-XX-XX	?	?	1
HCV/1B_TPF1_COLLECTION_DATE_2003-04-23/LC011927/JAPAN/2003	LC011927	ncbi	Japan	?	?	2003-04-23	1b	1	1
HCV/1B_SAH_COLLECTION_DATE_2004-12-02/LC011930/JAPAN/2004	LC011930	ncbi	Japan	?	?	2004-12-02	1b	1	1
HCV/1A_10069_2A21/KT734516/USA/2009	KT734516	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2F14/KT734517/USA/2009	KT734517	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2F15/KT734518/USA/2009	KT734518	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2F18/KT734519/USA/2009	KT734519	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2F19/KT734520/USA/2009	KT734520	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2F27/KT734521/USA/2009	KT734521	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2F29/KT734522/USA/2009	KT734522	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA1/KT734523/USA/2009	KT734523	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA10/KT734524/USA/2009	KT734524	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA14/KT734525/USA/2009	KT734525	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA17/KT734526/USA/2009	KT734526	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA18/KT734527/USA/2009	KT734527	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA19/KT734528/USA/2009	KT734528	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA20/KT734529/USA/2009	KT734529	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA4/KT734530/USA/2009	KT734530	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA6/KT734531/USA/2009	KT734531	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA7/KT734532/USA/2009	KT734532	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA8/KT734533/USA/2009	KT734533	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FA9/KT734534/USA/2009	KT734534	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB10/KT734535/USA/2009	KT734535	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB12/KT734536/USA/2009	KT734536	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB13/KT734537/USA/2009	KT734537	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB14/KT734538/USA/2009	KT734538	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB16/KT734539/USA/2009	KT734539	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB17/KT734540/USA/2009	KT734540	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB19/KT734541/USA/2009	KT734541	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB2/KT734542/USA/2009	KT734542	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB4/KT734543/USA/2009	KT734543	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_2FB7/KT734544/USA/2009	KT734544	ncbi	USA	?	?	2009-07-08	1a	1	1
HCV/1A_10069_7A1/KT734545/USA/2009	KT734545	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A10/KT734546/USA/2009	KT734546	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A11/KT734547/USA/2009	KT734547	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A12/KT734548/USA/2009	KT734548	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A13/KT734549/USA/2009	KT734549	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A14/KT734550/USA/2009	KT734550	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A15/KT734551/USA/2009	KT734551	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A17/KT734552/USA/2009	KT734552	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A18/KT734553/USA/2009	KT734553	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A19/KT734554/USA/2009	KT734554	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A2/KT734555/USA/2009	KT734555	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A20/KT734556/USA/2009	KT734556	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A21/KT734557/USA/2009	KT734557	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A23/KT734558/USA/2009	KT734558	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A24/KT734559/USA/2009	KT734559	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A25/KT734560/USA/2009	KT734560	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A29/KT734561/USA/2009	KT734561	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A3/KT734562/USA/2009	KT734562	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A4/KT734563/USA/2009	KT734563	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A5/KT734564/USA/2009	KT734564	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A6/KT734565/USA/2009	KT734565	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7A8/KT734566/USA/2009	KT734566	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7B10/KT734567/USA/2009	KT734567	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7B12/KT734568/USA/2009	KT734568	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7B13/KT734569/USA/2009	KT734569	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7B14/KT734570/USA/2009	KT734570	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7B15/KT734571/USA/2009	KT734571	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7B16/KT734572/USA/2009	KT734572	ncbi	USA	?	?	2009-11-25	1a	1	1
